star,Hotel_name,review_rate,review_grade,reviewer_name,trip_type,room_type,trip_date_year,trip_date_month,title,review,trip_day,review_date,datetime,rate,stem_review
1,K-게스트하우스 프리미엄 남포 1호점,10.0,최고,병준,나홀로 여행객,스탠다드 트윈룸,2022.0,5.0,만족합니다”,가성비 좋아요,1,2022-05-20,2022-05-20,5,가성비 좋다
1,K-게스트하우스 프리미엄 남포 1호점,8.4,우수,Kwangjae,커플/2인 여행객,스탠다드 더블룸,2022.0,4.0,객실은 좁지만 가격대비 무난하고 좋습니다.”,"객실은 작고 좁지만 특히 객실 내 부속된 화장실 겸 욕실은 매우 작은 사이즈. 가격 대비해 전체적인 서비스나 잠시 묵어가기는 나쁘지 않다 봅니다. 리셉션 담당자도 친절하고요. 아침식사 간단한 메뉴로 제공되는데, 공동 키친에서 각자 챙겨 먹어야 되고요, 오전 8시 10시 사이에 마련되는데 공간이 그리 넓진 않아 주말이나 연휴엔 다소 북적대는 분위기가 있어 타이밍을 잘 맞춰야 합니다. 그 외 불편한 점은 딱히 없는 듯하고, 단, 흡연은 건물 내에서는 절대 안 되고 건물 밖이나 옥상으로 올라가 해야 하니, 흡연자들은 꽤 불편할 수 있다는 점 양지하기 바랍니다. 어쨌든 친절도나 청결도 면에서는 남녀 투숙객에게 모두 만족스러운 정도라 생각합니다.",1,2022-04-18,2022-04-18,4,"객실은 작고 좁다 특히 객실 내 부속되다 화장실 겸 욕실은 매우 작다 사이즈. 가격 대비하다 전체적인 서비스나 잠시 묵다가기는 나쁘다 않다 보다. 리셉션 담당자도 친절하다. 아침식사 간단하다 메뉴로 제공되다, 공동 키친에서 각자 챙기다 먹다 되다, 오전 8시 10시 사이에 마련되다 공간이 그리다 넓다 않다 주말이나 연휴엔 다소 북적대는 분위기가 있다 타이밍을 자다 맞추다 하다. 그 외 불편하다 점은 딱하다 없다 듯하고, 단, 흡연은 건물 내에서는 절대 안 되다 건물 밖이나 옥상으로 올라가다 하다 하니, 흡연자들은 꽤 불편하다 수 있다 점 양지하다 바라다. 어쨌든 친절도나 청결도 면에서는 남녀 투숙객에게 모두 만족스럽다 정도라 생각하다."
1,K-게스트하우스 프리미엄 남포 1호점,9.6,최고,Sang,나홀로 여행객,스탠다드 트리플룸,2022.0,4.0,위치 좋아요”,"근처에 자갈치시장, 국제시장이 있고, 롯데마트도 있어서 편리하고 좋아요. 바로 앞에 버스정거장, 지하철역이 있어 다니기도 편합니다. 우리는 택시를 이용했지만...",1,2022-04-15,2022-04-15,4,"근처에 자갈치시장, 국제시장이 있다, 롯데마트도 있다 편리하다 좋다. 바로 앞에 버스정거장, 지하철역이 있다 다니다기도 편하다. 우리는 택시를 이용하다..."
1,K-게스트하우스 프리미엄 남포 1호점,8.0,우수,BYONG,나홀로 여행객,스탠다드 싱글룸,2022.0,4.0,"위치,숙소는 다 좋았지만요..”",조금 아쉬운 게요... tv 채널 리스트 하고 치약이 따로 없네요... 외국인들 많았던 더 같은데 채널 리스트하고 치약에 있으면 더 좋겠네ㅎㅎ,1,2022-04-02,2022-04-02,4,조금 아쉽다 게요... tv 채널 리스트 하다 치약이 따로 없다... 외국인들 많다 더 같다 채널 리스트하고 치약에 있다 더 좋다ㅎㅎ
1,K-게스트하우스 프리미엄 남포 1호점,10.0,최고,jounghyuk,커플/2인 여행객,스탠다드 트윈룸,2022.0,3.0,좋아요 좋아요 ”,조식도 가성비좋구 모두 만족합니다.,1,2022-03-19,2022-03-19,5,조식도 가성비좋다 모두 만족하다.
1,K-게스트하우스 프리미엄 남포 1호점,10.0,최고,Ui-ho,그룹 여행객,스탠다드 패밀리룸,2022.0,2.0,숙소 직원친절 아주 좋았어요 ”,지인분들께 추천하고 싶습니다,1,2022-02-28,2022-02-28,5,지인분들께 추천하고 싶다
1,K-게스트하우스 프리미엄 남포 1호점,6.4,양호,jiweon,나홀로 여행객,스탠다드 더블룸,2022.0,2.0,싼값에 아침까지 해결되는”,"저는 사정상 중복으로 예약을 다시 해야 하는 상황이라 무조건 사고 교통이 편한 곳을 찾다가 머물렀습니다. 근데 싼 곳이다 보니 물론 엄청 방이 작고 화장실, 샤워기만 달린 화장실이어서 너무 당황했어요 하지만 방 따뜻했고, 직원분들 너무 친절했고 다른 분들 보니 아침도 엄청 배불리 채우고 나가시도록 배려가 좋은 곳이었던 거 같습니다. 저는 위치가 해운대 쪽과 고민을 많이 했었는데 물론 나이스 한 주변 환경은 아니었지만 주요 곳곳을 다니기 너무 좋았어요 저렴한 곳을 찾는 여행객들에겐 더없이 좋은 곳 같아요",2,2022-02-17,2022-02-17,3,"저는 사정상 중복으로 예약을 다시 하다 하다 상황이라 무조건 사고 교통이 편하다 곳을 찾다 머무르다. 근데 싸다 곳이다 보다 물론 엄청 방이 작고 화장실, 샤워기만 달리다 화장실이어서 너무 당황하다 하지만 방 따뜻하다, 직원분들 너무 친절하다 다른 분들 보다 아침도 엄청 배불리 채우다 나가다 배려가 좋다 곳이다 거 같다. 저는 위치가 해운대 쪽과 고민을 많이 하다 물론 나이스 하다 주변 환경은 아니다 주요 곳곳을 다니다 너무 좋다 저렴하다 곳을 찾다 여행객들에겐 더없이 좋다 곳 같다"
1,K-게스트하우스 프리미엄 남포 1호점,10.0,최고,jounghyuk,나홀로 여행객,스탠다드 트윈룸,2022.0,2.0,좋아요”,최고 조식도 좋고요. 직원 태도 친절하고 이동이 편리하고 모두 만족합니다.,1,2022-02-11,2022-02-11,5,최고 조식도 좋다. 직원 태도 친절하다 이동이 편리하다 모두 만족하다.
1,K-게스트하우스 프리미엄 남포 1호점,9.6,최고,kim,나홀로 여행객,스탠다드 더블룸,2022.0,2.0,친절하세영~”,샤워장이랑 화장실 이같이 있었고 생각보다 좁아서 샤워할 때 힘들었네요 그러나 남포동에서 인접해서 좋았고 직원분 엄청 친절하셨어요 깨끗했어요 조식도 맛있었습니다,1,2022-02-09,2022-02-09,4,샤워장이랑 화장실 이같이 있다 생각보다 좁다 샤워하다 때 힘들다 그러나 남포동에서 인접하다 좋다 직원분 엄청 친절하다 깨끗하다 조식도 맛있다
1,K-게스트하우스 프리미엄 남포 1호점,10.0,최고,chung,커플/2인 여행객,스탠다드 더블룸,2022.0,2.0,위치가 퍼팩트 합니다.”,"가격, 위치, 쾌적함, 친절도 200점 만점이 있다면 200점 드리고 싶은 곳입니다. 약간 작은 룸이었지만, 다른 모든 게 모두 상계할 만큼 만족스러웠습니다. 덕분에 즐거운 부산 여행이었습니다.",1,2022-02-09,2022-02-09,5,"가격, 위치, 쾌적하다, 친절도 200점 만점이 있다 200점 드리다 싶다 곳이다. 약간 작다 룸이었지만, 다른 모든 게 모두 상계하다 만큼 만족스럽다. 덕분에 즐겁다 부산 여행이다."
1,K-게스트하우스 프리미엄 남포 1호점,5.6,,kim,청소년 동반 가족 여행객,스탠다드 패밀리룸,2022.0,1.0,보통”,게스트 하우스 맞아요 ㅎ 방바닥에 난방이 안돼요 온풍기만 있어요 겨울엔 참고하셔야 할 듯요,2,2022-02-06,2022-02-06,2,게스트 하우스 맞다 ㅎ 방바닥에 난방이 안돼다 온풍기만 있다 겨울엔 참고하다 하다 듯요
1,K-게스트하우스 프리미엄 남포 1호점,8.0,우수,선미,청소년 동반 가족 여행객,스탠다드 패밀리룸,2021.0,12.0,가격대비 만족했던 숙소”,위생상태 좋았어요 직원분들 정말 친절하셨어요 위치는 두말할 것 없이 최고였어요 한 가지 흠은 난방이 에어컨 하 터였는데 바로 앞자리에서 자는 사람은 더운 바람에 건조하고 소음 때문에 잠을 설쳤어요 근데 가장 끝 쪽에 잔 저희 큰애는 너무 추웠다 하더라고요 그것 빼고는 조식도 괜찮았어요 난방만 좀 더 잘 된다면 최고의 숙소에요,2,2021-12-26,2021-12-26,4,위생상태 좋다 직원분들 정말 친절하다 위치는 두말하다 것 없이 최고이다 하다 가지 흠은 난방이 에어컨 하 터이다 바로 앞자리에서 자다 사람은 덥다 바람에 건조하다 소음 때문에 잠을 설치다 근데 가장 끝 쪽에 잔 저희 크다애는 너무 춥다 하다 그것 빼다 조식도 괜찮다 난방만 좀 더 자다 되다 최고의 숙소에요
1,K-게스트하우스 프리미엄 남포 1호점,8.8,우수,KWANGKYU,커플/2인 여행객,스탠다드 트윈룸,2021.0,12.0,부산중심가 위치 좋음”,부산 중심가 자갈치시장 및 남포동 역세권 위치로 좋으나 룸이 너무 좁아 단점이다 그나마 숙박료에 비해 가성비는 월등히 좋은 호텔이다. 다음에 부산 가면 다시 숙박할 예정이다.,1,2021-12-12,2021-12-12,4,부산 중심가 자갈치시장 및 남포동 역다권 위치로 좋다 룸이 너무 좁다 단점이다 그나마 숙박료에 비다 가성비다 월등하다 좋다 호텔이다. 다음에 부산 가면 다시 숙박하다 예정이다.
1,K-게스트하우스 프리미엄 남포 1호점,2.8,,youbin,청소년 동반 가족 여행객,스탠다드 트리플룸,2021.0,11.0,자가용타고 여행하시는분들은 절대비추”,주차장이 없어요. 주차를 못해요. 모르고 예약했다가 잠도 못 자고 7만 원 날렸어요. 걸어 다니시면서 여행하시는 거면 괜찮을지도 모르겠네요,1,2021-11-25,2021-11-25,1,주차장이 없다. 주차를 못하다. 모르다 예약하다 잠도 못 자고 7만 원 날리다. 걸다 다니다 여행하다 거면 괜찮다 모르다
1,K-게스트하우스 프리미엄 남포 1호점,10.0,최고,seoungyi,나홀로 여행객,스탠다드 트리플룸,2021.0,11.0,기회된다면 이용해보세요”,아침 일찍 도착한 숙소... 열 번도 더 예약과 취소를 반복한 숙소 결정에 큰 어려움이 있어 걱정이 태산이었던 숙소... 막판 결정된 k 게스트 하우스에 짐만 맡기고 여행을 다녀볼까 들렀으나... 체크인이 아침 일찍 도 가능하단 말에 더 여유롭고 편안한 여행이 되어 추억이 아름답게 포장되었답니다. 감사하단 말 전하고 싶어요.,1,2021-11-19,2021-11-19,5,아침 일찍 도착한 숙소... 열 번도 더 예약과 취소를 반복한 숙소 결정에 크다 어려움이 있다 걱정이 태산이다 숙소... 막판 결정되다 k 게스트 하우스에 짐만 맡다 여행을 다니다보다 들르다... 체크인이 아침 일찍 도 가능하다 말에 더 여유롭고 편안하다 여행이 되어다 추억이 아름답다 포장되어다. 감사하단 말 전하고 싶다.
1,K-게스트하우스 프리미엄 남포 1호점,9.2,최고,JAEYOON,나홀로 여행객,스탠다드 싱글룸,2021.0,10.0,잘 머물다 갑니다”,군더더기 없는 가성비 좋은 숙소입니다,2,2021-11-02,2021-11-02,4,군더더기 없다 가성비 좋다 숙소이다
1,K-게스트하우스 프리미엄 남포 1호점,9.2,최고,Moon,유아/아동 동반 가족 여행객,스탠다드 트윈룸,2021.0,10.0,가성비 최고의 숙소입니다”,부산에 올 때마다 머무는 곳으로 강추합니다,1,2021-10-23,2021-10-23,4,부산에 오다 때마다 머물다 곳으로 강추하다
1,K-게스트하우스 프리미엄 남포 1호점,8.4,우수,SUNGHUN,커플/2인 여행객,스탠다드 더블룸,2021.0,5.0,가성비 좋아요..”,가격 대비 위치 및 조식도 있고요... 깔끔합니다,1,2021-10-22,2021-10-22,4,가격 대비 위치 및 조식도 있다... 깔끔하다
1,K-게스트하우스 프리미엄 남포 1호점,10.0,최고,youngmi,청소년 동반 가족 여행객,스탠다드 더블룸,2021.0,10.0,다음에도 무조건 이용할거에요”,"위치나 가격, 룸 컨디션, 거기다 조식까지 진짜 완벽한 곳이에요 게스트하우스라고 하기엔 시설이 너무 좋은 것 같아요 다음에도 부산에 가면 무조건 이용할 거예요",1,2021-10-15,2021-10-15,5,"위치나 가격, 룸 컨디션, 거기다 조식까지 진짜 완벽하다 곳이에요 게스트하우스라고 하다 시설이 너무 좋다 것 같다 다음에도 부산에 가면 무조건 이용하다 거예요"
1,K-게스트하우스 프리미엄 남포 1호점,10.0,최고,heeyoung,유아/아동 동반 가족 여행객,스탠다드 트리플룸,2021.0,10.0,편안하고 좋았어요”,침구 상태도 너무 깨끗하고 이불도 폭신하니 잠이 잘 오더라고요 조식 서비스도 있어서 배부르게 잘 먹고 왔습니다 부산에 가면 또 이용하고 싶어요,1,2021-10-13,2021-10-13,5,침구 상태도 너무 깨끗하다 이불도 폭신하니 잠이 자다 오다 조식 서비스도 있다 배부르다 자다 먹다 오다 부산에 가면 또 이용하고 싶다
1,K-게스트하우스 프리미엄 남포 1호점,10.0,최고,jaehwi,커플/2인 여행객,스탠다드 싱글룸,2021.0,9.0,이용 후기”,우선 건물도 깔끔하고 직원분도 굉장히 친절하셨습니다. 숙소 내부 상태도 좋았고 로비 전경이 이뻤습니다. 방 내에서 야경 보는 건 오션뷰 같은 프리미엄으로 고르셔서 사용하면 좋을 것 같습니다.,1,2021-09-27,2021-09-27,5,우선 건물도 깔끔하다 직원분도 굉장하다 친절하다. 숙소 내부 상태도 좋다 로비 전경이 이쁘다. 방 내에서 야경 보다 건 오션뷰 같다 프리미엄으로 고르다 사용하다 좋다 것 같다.
1,K-게스트하우스 프리미엄 남포 1호점,8.8,우수,Jinee,나홀로 여행객,스탠다드 싱글룸,2021.0,9.0,우수”,"건물 깨끗하고 위치가 남포역 바로 근처라서 지하철로 이동하기 좋았어요... 청소상태도 좋고 다 좋았는데, 웬일인지 방에만 들어가면 재채기가 쉴 새 없이 나와서 마스크 쓰고 자야 했어요. 보통 이 정도 가격대의 숙소에는 침구에서 먼지가 좀 많이 나던데 거기에 청소용 세제가 자극하는 것 같았어요. 그것만 빼면 가격 대비 충분히 좋았습니다.",2,2021-09-15,2021-09-15,4,"건물 깨끗하다 위치가 남포역 바로 근처라서 지하철로 이동하다 좋다... 청소상태도 좋다 다 좋다, 웬일인지 방에만 들어가다 재채기가 쉬다 새 없이 나오다 마스크 쓰다 자다 하다. 보통 이 정도 가격대의 숙소에는 침구에서 먼지가 좀 많이 나다 거기에 청소용 세제가 자극하다 것 같다. 그것만 빼다 가격 대비 충분하다 좋다."
1,K-게스트하우스 프리미엄 남포 1호점,10.0,최고,Jina,커플/2인 여행객,스탠다드 더블룸,2020.0,12.0,좋아요”,조식도 맛있어요,1,2021-08-18,2021-08-18,5,조식도 맛있다
1,K-게스트하우스 프리미엄 남포 1호점,10.0,최고,KIM,커플/2인 여행객,스탠다드 더블룸,2021.0,7.0,좋아요”,위치가 최대 장점이고 시설과 청결 등등 다 좋아요 방음이 조금 아쉽지만 그 정도는 다른 숙소들도 다 그럴 것이라 생각합니다!,2,2021-07-26,2021-07-26,5,위치가 최대 장점이고 시설과 청결 등등 다 좋다 방음이 조금 아쉽다 그 정도는 다른 숙소들도 다 그렇다 것이라 생각하다!
1,K-게스트하우스 프리미엄 남포 1호점,8.0,우수,kyung,나홀로 여행객,스탠다드 트윈룸,2021.0,5.0,가격대비 우수하다.”,일단 위치가 시내이고. 가격이 저렴하다. 아침에 무료로 주는 조식을 간단히 먹을 수 있는데 아침에 바다 뷰를 보며 커피와 토스트와 계란 프라이를 먹는 것만으로도 충분히 좋다. 다만 시트는 깨끗했는데 베개커버에 발자국이 찍혀있어서 뒤집어서 사용하였다.,1,2021-05-24,2021-05-24,4,일단 위치가 시내이고. 가격이 저렴하다. 아침에 무료로 주다 조식을 간단하다 먹다 수 있다 아침에 바다 뷰를 보다 커피와 토스트와 계란 프라이를 먹다 것만으로도 충분하다 좋다. 다만 시트는 깨끗하다 베개커버에 발자국이 찍히다 뒤지다 사용하다.
1,K-게스트하우스 프리미엄 남포 1호점,10.0,최고,YU,나홀로 여행객,오션뷰 더블룸,2021.0,5.0,가성비 굳”,굉장히 꿀잠 이불 포근 위치도 좋고 조식도 좋았어요 오션뷰는 생각보다 쏘 쏘 비 오거나 바람 불면 너무 시끄러움... 외부 방음이 잘 안되는 듯 그럼에도 가성비 챙기러 올 듯 좋은 숙소!,1,2021-05-06,2021-05-06,5,굉장하다 꿀잠 이불 포근 위치도 좋다 조식도 좋다 오션뷰는 생각보다 쏘다 쏘다 비 오거나 바람 불면 너무 시끄럽다움... 외부 방음이 자다 안되다 듯 그렇다 가성비 챙기다 오다 듯 좋다 숙소!
1,K-게스트하우스 프리미엄 남포 1호점,6.8,양호,CHO,커플/2인 여행객,스탠다드 더블룸,2020.0,11.0,주차장이 없어서 조금 아쉬워요!”,0,2,2021-05-03,2021-05-03,3,0
1,K-게스트하우스 프리미엄 남포 1호점,7.2,좋음,Kim,나홀로 여행객,오션뷰 더블룸,2019.0,11.0,보통이에요”,생각보다 정말 좁더라고요. 그래도 깔끔하고 혼자 묵기에는 나쁘지 않았습니다.,1,2021-04-27,2021-04-27,3,생각보다 정말 좁다. 그래도 깔끔하다 혼자 묵다 나쁘다 않다.
1,K-게스트하우스 프리미엄 남포 1호점,7.6,매우 좋음,Lee,유아/아동 동반 가족 여행객,스탠다드 트리플룸,2020.0,1.0,위치 최고  ”,위치는 너무 좋음 난방은 좀 추울 수 있음 가성비 좋음,1,2020-01-20,2020-01-20,3,위치는 너무 좋다 난방은 좀 추다 수 있다 가성비 좋다
1,K-게스트하우스 프리미엄 남포 1호점,9.6,최고,mimi,청소년 동반 가족 여행객,스탠다드 더블룸,2020.0,1.0,최고”,조식 식당 뷰가 좋습니다 가격 대비 괜찮은 숙소인 것 같습니다,2,2020-01-18,2020-01-18,4,조식 식당 뷰가 좋다 가격 대비 괜찮다 숙소인 것 같다
1,K-게스트하우스 프리미엄 남포 1호점,8.0,우수,sarang,나홀로 여행객,스탠다드 더블룸,2019.0,9.0,접근성최고”,친절하고 접근성이 정말 좋았습니다. 다만 객실 구석에 머리카락이... 공용 주방이 이용객에 비해 좁았던 것도 아쉽지만 조식 뷰가 참 좋습니다.,1,2019-10-23,2019-10-23,4,친절하다 접근성이 정말 좋다. 다만 객실 구석에 머리카락이... 공용 주방이 이용객에 비다 좁다 것도 아쉽다 조식 뷰가 차다 좋다.
1,K-게스트하우스 프리미엄 남포 1호점,10.0,최고,MINSUNG,나홀로 여행객,스탠다드 더블룸,2019.0,9.0,가성비 최고!”,가격 대비 위치 시설 직원 친절도 과 최고입니다. 다음에 또 가고 싶은 곳입니다. 적극 추천,1,2019-09-15,2019-09-15,5,가격 대비 위치 시설 직원 친절도 과 최고이다. 다음에 또 가다 싶다 곳이다. 적극 추천
1,K-게스트하우스 프리미엄 남포 1호점,7.2,좋음,Kyeong,나홀로 여행객,스탠다드 더블룸,2018.0,12.0,그럭저럭 괜찮았습니다.”,시설 깔끔하고 위치는 좋은데 방이 너무 좁습니다. 그에 비해 가격은 너무 센 거 같다는 느낌입니다. 숙박 기간 동안 룸 청소가 안 되는 점도 좀 아쉽습니다.,1,2019-09-03,2019-09-03,3,시설 깔끔하다 위치는 좋다 방이 너무 좁다. 그에 비다 가격은 너무 세다 거 같다 느낌이다. 숙박 기간 동안 룸 청소가 안 되다 점도 좀 아쉽다.
1,K-게스트하우스 프리미엄 남포 1호점,10.0,최고,Hyangok,유아/아동 동반 가족 여행객,스탠다드 패밀리룸,2019.0,8.0,깔끔하고 친절 그자체네요”,"위치도 좋고, 깔끔해요. 또한 매우 친절하셔서 다음에도 또 머물고 싶네요.",1,2019-08-06,2019-08-06,5,"위치도 좋다, 깔끔하다. 또한 매우 친절하다 다음에도 또 머물다 싶다."
1,K-게스트하우스 프리미엄 남포 1호점,7.2,좋음,Eunhee,커플/2인 여행객,스탠다드 트윈룸,2019.0,5.0,대체 적으로 좋았던 게스”,"주자장이 아예 없어서 저희는 주차장 찾는 게 가장 어려웠어요 게스트 하우스에서 주차장을 찾는 것 자체가 무리일수도 있지만 게스트하우스 자체는 너무 좋았습니다 작지만 깨끗했고 냉장고도 시원했고요 조식도 주고 숙소는 만족 대만족입니다,",1,2019-07-11,2019-07-11,3,"주자장이 아예 없다 저희는 주차장 찾다 게 가장 어렵다 게스트 하우스에서 주차장을 찾다 것 자체가 무리일수도 있다 게스트하우스 자체는 너무 좋다 작지만 깨끗하다 냉장고도 시원하다 조식도 주다 숙소는 만족 대만족이다,"
1,K-게스트하우스 프리미엄 남포 1호점,10.0,최고,선제,나홀로 여행객,스탠다드 더블룸,2019.0,6.0,좋아요~~”,개인적으로 친구랑 같이 가기에 좋습니다 물론 가족끼리 가도 좋을 것 같네요,1,2019-07-10,2019-07-10,5,개인적으로 친구랑 같이 가기에 좋다 물론 가족끼리 가도 좋다 것 같다
1,K-게스트하우스 프리미엄 남포 1호점,9.2,최고,ji-hyo,나홀로 여행객,오션뷰 더블룸,2019.0,4.0,뷰가 좋았어요”,방은 작은 편이었고 창문 밖으로 보이는 바다와 신부가 멋졌습니다,1,2019-06-30,2019-06-30,4,방은 작다 펴다 창문 밖으로 보이다 바다와 신부가 멋지다
1,K-게스트하우스 프리미엄 남포 1호점,9.2,최고,EUNYOUNG,그룹 여행객,스탠다드 패밀리룸,2019.0,4.0,친절하고 깨끗했어요”,구석에 작은 먼지가 있지만 크게 신경 쓰일 정도 아니었는데 소독약 냄새가 좀 심하게 나서 창문을 열려고 했더니 방충망이 없더라고요ᅲ 그래서인지 모기도 한 마리 있고 나머지는 다 좋았고 친절하셨어요,1,2019-06-10,2019-06-10,4,구석에 작다 먼지가 있다 크게 신경 쓰이다 정도 아니다 소독약 냄새가 좀 심하다 나서다 창문을 열려고 하다 방충망이 없다ᅲ 그래서인지 모기도 하다 마리 있다 나머지는 다 좋다 친절하다
1,K-게스트하우스 프리미엄 남포 1호점,9.6,최고,park,나홀로 여행객,스탠다드 더블룸,2019.0,5.0,완전좋아요”,깔끔하고 위치도 좋아요,1,2019-06-03,2019-06-03,4,깔끔하다 위치도 좋다
1,K-게스트하우스 프리미엄 남포 1호점,8.4,우수,Kim,그룹 여행객,스탠다드 패밀리룸,2019.0,2.0,깔끔해요”,4인 가족 이서 이용하였습니다. 전체적으로 깔끔하여 좋았지만 아쉬웠던 점은 바닥에 난방이 안되어서 다른 난방기기를 틀어도 쌀쌀했습니다. 전기매트 안 빌렸으면 밤에 추웠을 뻔했어요. 이 점 제외하고는 모두 만족스러웠습니다. 재방문 의사 있습니다.,1,2019-03-03,2019-03-03,4,4인 가족 이서 이용하다. 전체적으로 깔끔하다 좋다 아쉽다 점은 바닥에 난방이 안되다 다른 난방기기를 틀다 쌀쌀하다. 전기매트 안 빌리다 밤에 춥다 뻔하다. 이 점 제외하고는 모두 만족스럽다. 재방문 의사 있다.
1,K-게스트하우스 프리미엄 남포 1호점,10.0,최고,MINGOO,나홀로 여행객,스탠다드 싱글룸,2019.0,2.0,최고의 게스트하우스”,"게스트하우스라기보다는 비즈니스호텔입니다 높은 전망에 무료 커피, 조식을 먹으며 보는 바닷가는 참 이쁩니다 추천합니다",1,2019-02-23,2019-02-23,5,"게스트하우스라기보다는 비즈니스호텔이다 높다 전망에 무료 커피, 조식을 먹다 보다 바닷가는 차다 이쁘다 추천하다"
1,K-게스트하우스 프리미엄 남포 1호점,10.0,최고,sohyun,나홀로 여행객,스탠다드 싱글룸,2019.0,2.0,최고”,위치가 매우 좋았습니다! 가격 대비 가성비 매우 좋은 곳입니다! 객실마다 개인 화장실이 있어서 너무 좋고 깨끗했습니다. 다음에도 또 숙박하고 싶네요.,1,2019-02-17,2019-02-17,5,위치가 매우 좋다! 가격 대비 가성비 매우 좋다 곳이다! 객실마다 개인 화장실이 있다 너무 좋다 깨끗하다. 다음에도 또 숙박하고 싶다.
1,K-게스트하우스 프리미엄 남포 1호점,10.0,최고,chang,커플/2인 여행객,스탠다드 더블룸,2019.0,1.0,모두 만족”,위치며 가격이며 주변 시설이며 다 만족!,1,2019-02-05,2019-02-05,5,위치며 가격이며 주변 시설이며 다 만족!
1,K-게스트하우스 프리미엄 남포 1호점,10.0,최고,chang,나홀로 여행객,스탠다드 싱글룸,2018.0,12.0,혼자갔어요”,남포동이랑 가까워서 주변 볼거리 먹거리 다 즐길 수 있었고 숙소에서 본 풍경이 아주 아름다웠습니다,2,2019-01-06,2019-01-06,5,남포동이랑 가깝다 주변 볼거리 먹거리 다 즐기다 수 있다 숙소에서 보다 풍경이 아주 아름답다
1,K-게스트하우스 프리미엄 남포 1호점,6.4,양호,MIN,나홀로 여행객,스탠다드 더블룸,2018.0,3.0,위치만 좋고 나머지는 별로입니다. ”,위치만 좋고 나머지는 별로입니다.,1,2018-12-20,2018-12-20,3,위치만 좋다 나머지는 별로이다.
1,K-게스트하우스 프리미엄 남포 1호점,9.6,최고,woo,유아/아동 동반 가족 여행객,스탠다드 트리플룸,2018.0,4.0,좋음”,중국 및 동남아 여행자들 많음 남포동 중심이라 위치 좋음 조용하고 큰 문제 없음,1,2018-11-09,2018-11-09,4,중국 및 동남아 여행자들 많다 남포동 중심이라 위치 좋다 조용하다 크다 문제 없다
1,K-게스트하우스 프리미엄 남포 1호점,8.4,우수,DAE,그룹 여행객,스탠다드 트리플룸,2018.0,1.0,만족”,만족,2,2018-08-20,2018-08-20,4,만족
1,K-게스트하우스 프리미엄 남포 1호점,7.6,매우 좋음,TAE,유아/아동 동반 가족 여행객,스탠다드 패밀리룸,2018.0,7.0,nice location”,nice location. room was clean.,1,2018-08-08,2018-08-08,3,nice location. room wa  clean.
2,호텔 프리마베라 인 부산,8.8,우수,SEOLHWA,커플/2인 여행객,스탠다드 더블룸,2021.0,8.0,데스크여사장님(?)너무친절하세요...!!”,첫 여행 날 들어간 숙소인데ㅜ사장님 덕에 기분 좋게 다녀왔네 오... 들뜬 탓인지 소화가 안돼 소화제 여쭈어보러ㅠ갔는데ㅜ너무나ㅜ친절에 감동해버렸어요... 숙소 자체도 깨끗하고 무조건 오션뷰로 하세요 여러분 ㅎㅎ,1,2021-08-25,2021-08-25,4,첫 여행 날 들어가다 숙소인데ㅜ사장님 덕에 기분 좋다 다녀오다 오... 들뜨다 탓인지 소화가 안돼다 소화제 여쭈다보다ㅠ가다ㅜ너무나ㅜ친절에 감동하다버리다... 숙소 자체도 깨끗하다 무조건 오션뷰로 하다 여러분 ㅎㅎ
2,호텔 프리마베라 인 부산,8.8,우수,Hongchul,나홀로 여행객,오션 디럭스룸,2021.0,6.0,뷰는 좋고”,딴 건 굿 정도에요 베리굿은 아니고,1,2021-08-24,2021-08-24,4,따다 건 굿 정도에요 베리굿은 아니다
2,호텔 프리마베라 인 부산,3.2,,taeyeon,나홀로 여행객,오션 디럭스룸,2021.0,8.0,그냥 비싼 모텔 정도의 숙소”,일단 락스 냄새가 너무너무 진동함. 코가 아플 정도로 심한데 창문에 방충망도 없어서 환기도 제대로 못 시킴. 자고 일어났더니 입고 있던 옷에 락스 냄새가 다 배어있을 정도. 오션뷰라서 예약한 건데 입면 구조물 때문에 바다가 온전히 보이지도 않음. 배정받는 방마다 차이는 있겠지만 조식 있다고 나오지만 그냥 밖에서 사드시는 게 나을 듯. 그리고 레이트 체크아웃 신청하고 비용 지불했는데 체크아웃 시간에 맞춰 전기 다 꺼버리는 건 뭔지. 이 호텔만 있는 단독 건물이 아니라 엘리베이터 사용 불편함. 그냥 좀 비싼 모텔 정도의 숙소. 가격 값 못함. 다시 이용 안 함.,1,2021-08-11,2021-08-11,1,일단 락스 냄새가 너무너무 진동함. 코가 아프다 정도로 심다 창문에 방충망도 없다 환기도 제대로 못 시킴. 자고 일어나다 입다 있다 옷에 락스 냄새가 다 배다 정도. 오션뷰라서 예약한 거인데 입면 구조물 때문에 바다가 오다 보이지도 않다. 배정받다 방마다 차이다 있다 조식 있다 나오다 그냥 밖에서 사드시는 게 나다 듯. 그리고 레이트 체크아웃 신청하고 비용 지불하다 체크아웃 시간에 맞추다 전기 다 끄다버리다 건 뭐인지. 이 호텔만 있다 단독 건물이 아니다 엘리베이터 사용 불편하다. 그냥 좀 비싸다 모텔 정도의 숙소. 가격 값 못하다. 다시 이용 안 함.
