star,Hotel_name,review_rate,review_grade,reviewer_name,trip_type,room_type,trip_date_year,trip_date_month,review,trip_day,review_date
5,롯데호텔서울 이그제큐티브 타워,9.6,최고,Younha,커플/2인 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2020,8,"호텔직원들의 서비스와 르살롱 라운지에 만족했습니다.
해피아워는 네이버후기와 다소 다른 음식들이어서 당황했지만 그래도 맛있게 잘 먹었어요~
2박(금토일) 했는데 2박의 조식과 해피아워는 몇가지씩 메뉴 차이 있었습니다 참고하세요!", 2박,2020-08-18
5,롯데호텔서울 이그제큐티브 타워,9.6,최고,yejin,커플/2인 여행객,이그제큐티브 프리미어 더블룸 (르 살롱 이용 포함),2021,2,"위생상태 아주 좋고, 직원분들 정말 친절하고
음식도 맛있고 다 좋았습니다
백화점이 연결되어 쇼핑러들에게는 최고의 위치네요
다만 한가지 아쉬운 점은 라운지 식사에 김치가 없었다는 점이 조금 아쉬움이 남습니다", 2박,2021-03-03
5,롯데호텔서울 이그제큐티브 타워,9.6,최고,HAEYOUNG,청소년 동반 가족 여행객,이그제큐티브 그랜드 디럭스 트윈룸 (르 살롱 이용 포함),2021,3,"서울에서 가장 만족스러운 호텔이라고 칭해봅니다.
다녀오신 분들 신라호텔과 많이 비교하시는데 저는 롯데가 조금 더 만족스러웠습니다", 1박,2021-03-08
5,롯데호텔서울 이그제큐티브 타워,10,최고,jin,커플/2인 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2022,9,가격 아깝지않게 잘먹고 잘쉬다왔어요, 1박,2022-09-27
5,롯데호텔서울 이그제큐티브 타워,10,최고,sungfie,커플/2인 여행객,그랜드 디럭스 트윈룸,2022,9,롯데백화점이랑 지하로 연결되어있어 쇼핑하기도 좋고 ㅎㅎ 주변에 맛집도 많아 좋았습니다. 룸 컨디션은 정말 새거 같고 좋았고 청소 상태도 좋았습니다~ 직원분들도 넘 친절해서 또 가고 싶네요!!, 1박,2022-09-26
5,롯데호텔서울 이그제큐티브 타워,10,최고,Kim,커플/2인 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2022,9,잘 쉬고 왔어요, 1박,2022-09-21
5,롯데호텔서울 이그제큐티브 타워,9.6,최고,JAYOUNG,그룹 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2022,5,"르살롱 듣던대로 화려한 메뉴에 직원들 응대 또한 좋았습니다
다만 음식이 너무 느끼해서 김치 많이 먹었네요 ..가지수도 많고 좋은데.. 방 컨디션은 너무 좋습니다", 1박,2022-09-17
5,롯데호텔서울 이그제큐티브 타워,10,최고,Willtell,그룹 여행객,이그제큐티브 프리미어 트윈룸 (르 살롱 이용 포함),2022,9,직원분들 친절하고 시설도 깔끔하고 르살롱 라센느 다 맛있었어요  부모님도 친절해서 기분좋다고하시네요 다음 가족여행은 다른 호텔 가려고했는데 다음 여행도 롯데호텔입니다^^, 1박,2022-09-13
5,롯데호텔서울 이그제큐티브 타워,8.4,우수,HYERI,커플/2인 여행객,프리미어 더블룸,2022,8,ㅋㅋㅋㅋㅋ, 1박,2022-09-01
5,롯데호텔서울 이그제큐티브 타워,10,최고,KANGCHO,청소년 동반 가족 여행객,이그제큐티브 그랜드 디럭스 트윈룸 (르 살롱 이용 포함),2022,8,꼼짝 안하고 호텔 내에서만 즐깅수 있는 호캉스??, 1박,2022-08-30
5,롯데호텔서울 이그제큐티브 타워,10,최고,Hyunsook,유아/아동 동반 가족 여행객,프리미어 트윈룸,2022,7,위치.청결상태등등 너무너무만족해요.아이가너무좋아해서 또방문예정입니다, 3박,2022-08-27
5,롯데호텔서울 이그제큐티브 타워,3.6,,Jeahee,나홀로 여행객,이그제큐티브 더블 주니어 스위트 (르 살롱 이용 포함),2022,8,"1층 페닌슐라에서 망고빙수를 주문했어요:5회 이상 망고빙수를 주문했어요 : 
어느날 작은 그릇에 나오는 팥에 머리카락이 있었어요!!!! : 남자머리카락으로 짧은 머리카락이얻고.. .. .. .. .. 꽤 두꺼운 머리카락이었어요:직원에게 말해서 팥은 새 그릇에 다시 받았어요:그 날 망고빙수 먹는데 중년남성직원이 저를 계속 뚫어지게 눈요기하는 형태로 쳐다봤어요!!!!! … … … … 불쾌해서 자리를 한 번 옮겼는데도 … … … 멀리서 계속 저를 주시하며 불쾌하게 쳐다봤어요!!!!! … … … … 그 직원 머리카락이 팥에 있던 매우 두꺼운 머리카락과 유사했어요:그 전에 몇 번 먹었던 팥은 매우 정갈했는데 그 날은 팥이 그릇에 지저분하게 담겨져나왔어요!!!!! … … …
직원이 지하1층 주방에서 망고빙수와 팥이 올라온다고했는데 … … … …고객요청시 1층 페닌슐라 냉장고에서 팥을 추가로 준다고했어요!!!!! … … … 당직지배인에게 그 남성직원태도가 불쾌하니 서면으로 사과받겠다고 말했어요:그 남자직원이 저에게 협박하며 서면사과는 안하겠다고했어요:몹시 불쾌해요!!!!! … … … 팥에 머리카락 들어갔고 1층 페닌슐라 팥의 유효기간 관리도 엉망이예요:위생이 불안해요!!!", 1박,2022-08-25
5,롯데호텔서울 이그제큐티브 타워,9.6,최고,leah,나홀로 여행객,그랜드 디럭스 트윈룸 (르 살롱 조식 포함),2022,8,"부모님 생신기념으로 예약잡아드렸는데
만족도가 크십니다. 조식도 위치도 백화점 쇼핑까지~
너무 잘 즐기다오셨다고합니다^^", 1박,2022-08-13
5,롯데호텔서울 이그제큐티브 타워,9.6,최고,HYELIM,커플/2인 여행객,그랜드 디럭스 더블룸,2022,8,"다 좋고 직원분들도 정말 친절하셨는데, 아쉬운건 이그제큐티브도 이제 발렛이 안되네요ㅜ 원래 투숙객은 발렛되는걸로 알고있었는데, 르살롱을 이용해야 발렛이 가능하다고해서 추가요금이 발생했어요
이외에는 모두 다 정말 만족입니다!!", 1박,2022-08-08
5,롯데호텔서울 이그제큐티브 타워,8.8,우수,YUJIN,커플/2인 여행객,그랜드 디럭스 더블룸 (르 살롱 조식 포함),2022,8,"지난번 투숙은 괜찮았는데 이번엔 객실에 먼지가 좀 많아서 블랙슬랙스 입고 소파에 앉았더니 먼지가 다 달라붙어서 한참 털어냈다 .. 위치는 명동바로 옆에 백화점 연결되어 있어서 좋았고, 직원들 친절함 최고 !", 1박,2022-08-06
5,롯데호텔서울 이그제큐티브 타워,9.6,최고,Deahwan,커플/2인 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2022,7,"르블랑 패키지보다 라세느 이용이 훨씬 더 메리트있네요
샴페인도 떼땅져없어지고
리스트가 별로고
음식이 퀄리티 있다고 말할정도는 아닙니다
그냥 배채우는정도
일반 숙소에 라세느 이용이 더 메리트있어보입니다", 1박,2022-08-05
5,롯데호텔서울 이그제큐티브 타워,10,최고,sohyung,커플/2인 여행객,이그제큐티브 그랜드 디럭스 트윈룸 (르 살롱 이용 포함),2022,7,"음식이 다 깔끔하고 맛있었구
편안히 잘 쉬다왔습니다", 1박,2022-08-02
5,롯데호텔서울 이그제큐티브 타워,10,최고,Lee,커플/2인 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2022,7,객실이 깨끗했고 객실까지의 분위기가 근사했습니다., 1박,2022-07-29
5,롯데호텔서울 이그제큐티브 타워,8.4,우수,Youngho,나홀로 여행객,프리미어 트윈룸 (르 살롱 조식 포함),2022,7,"롯데호텔 이그제큐티브 타워에 묵었는데 기대에는 미치지 못했네요. 우선 가장 실망스러운 부분은 룸서비스를 이용했는데 주문이 밀려 한 시간 기다려야 했습니다. 이건 괜찮았어요. 하지만 식어버린 음식을 가져오는건 이해가 안됩니다. 그것도 이그제큐티브에서 말이죠

그리고 롯데하면 떠오르는 (사측의)가성비 생각하는, 이그제큐티브 타워 인테리어가 제겐 그렇게 보였습니다. 엘리베이터 안이 가장 이상했고 객실 티비와 바가 연결되는 부분 인테리어가 그랬으며 이그제큐티브에 어울리지 않는 소파가 그랬습니다

단점만 있는 것 같지만 그렇지는 않아요. 위에서 언급한 것 외에는 이그제큐티브 타워에 걸맞는 것들 특히 직원분들의 업무 처리가 좋았습니다

한가지 첨언 하자면 부대 시설은 본관 타워에 있는 시설을 공유하는데, 수영장은 호텔 수영장을 기대하지 말고 가시면 괜찮을 듯 합니다", 1박,2022-07-24
5,롯데호텔서울 이그제큐티브 타워,10,최고,Kiwook,커플/2인 여행객,이그제큐티브 그랜드 디럭스 트윈룸 (르 살롱 이용 포함),2022,7,결혼식을 하고 1박을 롯데호텔에서 하게 되었는데 제인생에서 최고의 하루였습니다. 직원분들도 너무 친절하고 음식도 맛있습니다., 1박,2022-07-19
5,롯데호텔서울 이그제큐티브 타워,10,최고,Jong,커플/2인 여행객,그랜드 디럭스 더블룸 (르 살롱 조식 포함),2022,7,"편리하고 친절한 체크인 
아름다운 시티 뷰
편리한 쇼핑, 맛있는 조식
저의 생일 기념으로  최고의 선택!!", 1박,2022-07-18
5,롯데호텔서울 이그제큐티브 타워,10,최고,yunna,유아/아동 동반 가족 여행객,그랜드 디럭스 트윈룸,2021,8,주변관광하기 좋은 위치. 전망은 보통. 한번쯤은 괜찮음, 2박,2022-07-16
5,롯데호텔서울 이그제큐티브 타워,10,최고,Hyeji,커플/2인 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2022,7,"직원분들께서 상당히 친절하셨고, 음식들도 모두 만족스러웠습니다. 생일 요청사항도 들어주시고 객실도 너무 깔끔해서 좋았습니다! 호캉스로 강추합니다~~", 1박,2022-07-14
5,롯데호텔서울 이그제큐티브 타워,10,최고,Shin,커플/2인 여행객,프리미어 더블룸,2022,7,가격이 조금 비싸지만 충분히 다 누릴 수 있는 최고급 호텔입니다., 1박,2022-07-10
5,롯데호텔서울 이그제큐티브 타워,10,최고,YURA,그룹 여행객,이그제큐티브 그랜드 디럭스 트윈룸 (르 살롱 이용 포함),2022,7,직원분들이 정말 친절하시고 서비스가 좋습니다. 라운지의 음식 가짓수가 엄청 많은 건 아니지만 전부 다 맛있고 배부르게 먹을만 합니다. 잘 먹고 놀고 갑니다., 1박,2022-07-09
5,롯데호텔서울 이그제큐티브 타워,2,,Eui,커플/2인 여행객,이그제큐티브 프리미어 더블룸 (르 살롱 이용 포함),2022,7,청결이 좀 안좋았어요.., 1박,2022-07-03
5,롯데호텔서울 이그제큐티브 타워,9.6,최고,sooyeon,커플/2인 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2022,6,결혼식 치루느라 암것도 하기 싫었는데… 딱!’ 그것을 위한 호텔!!! 푹 쉬다 갔습니다, 1박,2022-06-09
5,롯데호텔서울 이그제큐티브 타워,10,최고,yunsong,유아/아동 동반 가족 여행객,그랜드 디럭스 트윈룸 (라세느 조식 포함),2022,6,"남대문이나 시청근처 맛집
명동,백화점 쇼핑등

직원분들 친절한 응대
객실이
넓고 깨끗해서 
너무 좋았습니다
다음에 또 가고싶네요", 1박,2022-06-05
5,롯데호텔서울 이그제큐티브 타워,8.8,우수,jh,커플/2인 여행객,그랜드 디럭스 더블룸,2022,5,"역시 롯테호텔은 직원분들이 친절해서 좋았어요
다른곳이랑 고민하다가 부산에서 좋은기억이 있었어서 이곳으로 했는데 잘한것 같아요!
엄마랑 여행와서 묵었는데 침대도 폭신하고 방도 넓고 밝아서 아주 만족했습니다.
위치도 지하철에서 내리면 바로 있어서 아주 좋았요! 경복궁이랑 근처에 돌아다니기도 좋았습니다.
아쉬운건 월요일에 부대시설이 안한다고 해서 이용못해서 아쉬웠어요 ㅠ", 1박,2022-06-01
5,롯데호텔서울 이그제큐티브 타워,10,최고,Soonkyu,유아/아동 동반 가족 여행객,프리미어 더블룸,2022,5,., 1박,2022-05-17
5,롯데호텔서울 이그제큐티브 타워,10,최고,Seojeong,커플/2인 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2022,4,"왜 사육패키지라 불리는지 알겠더라고요
애프터눈은 좀 실망이었는데 디너 해피아워는 주류도 무제한이고 음식 종류도 꽤 많고 괜찮았어요. 욕조도 크고 입욕제 따로 있어서 좋았어요. 사우나도 작지만 깨끗합니다", 1박,2022-05-08
5,롯데호텔서울 이그제큐티브 타워,10,최고,Sungwoong,나홀로 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2022,4,"롯데호텔이 첫 호캉스라 기대를 가지고 갔는데 기대 이상으로 만족하고 왔네요. 침구, 시설, 르살롱, 서비스, 위치 어느 하나 빠지는 것 없이 최고였습니다. 좋은 경험하고 갑니다.", 1박,2022-05-04
5,롯데호텔서울 이그제큐티브 타워,10,최고,kwang,나홀로 여행객,그랜드 디럭스 트윈룸,2022,5,깨끗하고 친절합니다, 1박,2022-05-04
5,롯데호텔서울 이그제큐티브 타워,10,최고,Sung,커플/2인 여행객,그랜드 디럭스 더블룸,2022,4,커플 된 1주년으로 이용했는데 너무 만족하고 갑니다~, 1박,2022-05-01
5,롯데호텔서울 이그제큐티브 타워,10,최고,JAEHONG,커플/2인 여행객,이그제큐티브 프리미어 더블룸 (르 살롱 이용 포함),2022,4,모든 면에서 좋았습니다?? 이번달에 친구랑 또 방문하려고요!, 1박,2022-05-01
5,롯데호텔서울 이그제큐티브 타워,10,최고,yeongyeon,나홀로 여행객,이그제큐티브 그랜드 디럭스 트윈룸 (르 살롱 이용 포함),2022,4,친절하고 좋았어요, 1박,2022-04-12
5,롯데호텔서울 이그제큐티브 타워,10,최고,inwoo,커플/2인 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2022,4,직원들이 너무 친절하고 많이 계십니다. 그래서 더욱 편하고 즐거웠던 호캉스였습니다. 감사합니다., 1박,2022-04-11
5,롯데호텔서울 이그제큐티브 타워,9.6,최고,youngmi,커플/2인 여행객,이그제큐티브 그랜드 디럭스 트윈룸 (르 살롱 이용 포함),2022,3,"서비스좋았고 시설도 만족,", 1박,2022-03-31
5,롯데호텔서울 이그제큐티브 타워,9.6,최고,JEON,나홀로 여행객,이그제큐티브 그랜드 디럭스 트윈룸 (르 살롱 이용 포함),2022,3,"쾌적한 분위기에서 푹 쉬고 왔어요 
특히 침구가 무척 마음에 들었어요
가볍고 포근해서 꿀잠 자고 왔어요 
애프터눈 티는 쏘쏘였지만 해피아워와 아침조식 음식은 훌륭했습니다", 1박,2022-03-30
5,롯데호텔서울 이그제큐티브 타워,10,최고,Jung,커플/2인 여행객,이그제큐티브 프리미어 더블룸 (르 살롱 이용 포함),2022,3,"일단 직원분들 서비스가 너무 좋았어요. 
하나같이 친절하셨고 숙소에서도 깨끗하고 있는 내내 그냥 기분이 좋았던것 같습니다. 
호캉스를 하며 시간별로 즐길수 있는것들도 많고 만족스러운 숙박이었습니다!", 1박,2022-03-08
5,롯데호텔서울 이그제큐티브 타워,10,최고,KIM,커플/2인 여행객,이그제큐티브 프리미어 더블룸 (르 살롱 이용 포함),2022,2,너무 편하게 쉬다 갑니다, 1박,2022-02-27
5,롯데호텔서울 이그제큐티브 타워,10,최고,ck,커플/2인 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2022,2,추천합니다, 1박,2022-02-14
5,롯데호텔서울 이그제큐티브 타워,10,최고,GYUSUN,청소년 동반 가족 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2022,2,르살롱 음식도 맛있고 객실도 쾌적하니 너무 좋았어요. 특히 욕실 통유리가 너무 예뻐요, 1박,2022-02-02
5,롯데호텔서울 이그제큐티브 타워,10,최고,junghyun,유아/아동 동반 가족 여행객,프리미어 트윈룸,2022,1,"여러모로 고려하면 비싼데 쌉니다. 
 가성비가 시그니엘 보다 낫네요. 강추", 1박,2022-01-31
5,롯데호텔서울 이그제큐티브 타워,8.4,우수,JUNG,나홀로 여행객,그랜드 디럭스 더블룸,2022,1,직원분들 친절하시고 수영장에 사람이 많지 않아 좋았어요, 1박,2022-01-28
5,롯데호텔서울 이그제큐티브 타워,9.6,최고,Soojin,커플/2인 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2022,1,"대기업 산하의 호텔다운 서비스를 보여주셨고 방음도 잘 됩니다.
르살롱포함 이그제큐티브룸 예약을 했는데 룸 컨디션이 이전 투숙객 영향인지 갑각류냄새가 나던 것 빼곤 괜찮았습니다. 냄새때문에 룸스프레이 요청 할 때 마다 친절히 뿌려주셔서 밤에는 냄새없이 편안하게 잠에 들었습니다.
애프터눈티의 에그타르트와 마들렌은 빼고 셀프바에 있던 마카롱같은 것들로 대체해도 좋을 것 같아보였습니다.", 1박,2022-01-26
5,롯데호텔서울 이그제큐티브 타워,5.6,,Danbi,커플/2인 여행객,이그제큐티브 그랜드 디럭스 트윈룸 (르 살롱 이용 포함),2022,1,"방에 두고 온 물품에 대해서 없다고 어쩔수 없다고 대응해서 어쩔 수 없이 분실하고 말았네요.. 투숙 후 다른 호텔로 그 짐 그대로 옮겨갔기 때문에, 해당 객실에서 분실할 수 밖에 없었던 것인데, 없다고 하니 투숙객으로써 어쩔 도리가 없었네요. 상당히 고가의 물품이었으나, 잘 챙기지 않은 제 탓도 있다 생각하긴 해도 체크아웃 때 룸 정비해주시는 분들이 사적인 전화를하면서 치우시는 것을 봐서 분실이 되었는지 파손이 되었는지 신뢰가 없는 부분 떄문에 믿음이 가지는 않네요.", 1박,2022-01-25
5,롯데호텔서울 이그제큐티브 타워,10,최고,BORAM,그룹 여행객,그랜드 디럭스 더블룸 (르 살롱 조식 포함),2022,1,"이그제큐티브타워와 롯데호텔이 바로 붙어있고(체크인하는 곳이 다를 뿐), 바로 지하로 내려가면 백화점이라 시간을 보내기에도 최고라는 점!! 안의 시설과 깨끗함은 더 많은 말이 필요 없어요!", 1박,2022-01-15
5,롯데호텔서울 이그제큐티브 타워,9.6,최고,MIOOK,그룹 여행객,이그제큐티브 그랜드 디럭스 트윈룸 (르 살롱 이용 포함),2021,12,"친구들에게 강력히 추천합니다. 
다음에 또 이용할 생각이에요", 1박,2021-12-16
5,롯데호텔서울 이그제큐티브 타워,9.6,최고,MIOOK,그룹 여행객,이그제큐티브 그랜드 디럭스 트윈룸 (르 살롱 이용 포함),2021,12,"대학교 동기들과 송년회를 이그제큐티브라운지 사용가능한 룸으로 예약해서 사용했는데 룸컨디션도 좋고 새것같고, 청소 및 어메니티도 최고이고 무엇보다도 음식이 너무 맛있었어요. 직원들이 웃으며 자세히 설명해 주고 친절히 대해 주는 것도 아주 좋았어요. 다음에 다시 호텔을 가야한다면 무조건 롯데이큐티브호텔을 예약할 거에요", 1박,2021-12-16
5,롯데호텔서울 이그제큐티브 타워,10,최고,seung,나홀로 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2021,10,직원분들도 친절하시고 라운지가 매우 훌륭합니다 매끼 꼭 챙겨드세요 다만 수영장이 메인타워 4층에 있는데 결혼식 진행중인 3층 사파이어볼룸을 지나쳐 가는길이 매우 민망했습니다ㅎ, 1박,2021-10-11
5,롯데호텔서울 이그제큐티브 타워,10,최고,jihee,커플/2인 여행객,Premier Double Room - Breakfast at La Seine Included,2021,3,"기분전환 겸 가기에도 좋고 주변 위치도 좋아서 다 만족입니다
또 가고 싶은 숙소 !!", 1박,2021-10-02
5,롯데호텔서울 이그제큐티브 타워,9.2,최고,eunji,나홀로 여행객,이그제큐티브 그랜드 디럭스 트윈룸 (르 살롱 이용 포함),2020,11,하루종일 어디 안나가고 르살롱 이용했는데 너무좋아요^^, 1박,2021-09-23
5,롯데호텔서울 이그제큐티브 타워,10,최고,KUNG,나홀로 여행객,프리미어 트윈룸 (르 살롱 조식 포함),2021,9,백화점옆 호텔이라 기대없이 호캉스 갔는데 룸에 들어서는 순간! 고요한고 편안함이 느꼊?, 1박,2021-09-23
5,롯데호텔서울 이그제큐티브 타워,10,최고,Byung,커플/2인 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2021,6,클럽라운지 호캉스가 정말 좋았어요 이그제큐티브 룸 자체도 너무 좋았어요 어메니티까지, 1박,2021-09-11
5,롯데호텔서울 이그제큐티브 타워,10,최고,Komaneka,커플/2인 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2021,9,"너무 즐거운 호캉스
단점은 일상으로의 복귀가 너무 아쉽다는점!!", 1박,2021-09-06
5,롯데호텔서울 이그제큐티브 타워,10,최고,kyunghoon,커플/2인 여행객,프리미어 더블룸,2021,9,- 모든것이 만족스러운 호텔입니다.. 특히나 서비스 부분은 정말 디테일한 친절함과 배려가 묻어나는 곳..정말 칭찬해요~, 1박,2021-09-05
5,롯데호텔서울 이그제큐티브 타워,10,최고,KIRYUNG,그룹 여행객,이그제큐티브 프리미어 트윈룸 (르 살롱 이용 포함),2021,1,만족스러워요, 1박,2021-09-02
5,롯데호텔서울 이그제큐티브 타워,9.2,최고,min,커플/2인 여행객,그랜드 디럭스 트윈룸,2021,8,다만 룸인스펙션이 옥의티였습니다. ㅎㅎ, 1박,2021-08-18
5,롯데호텔서울 이그제큐티브 타워,7.6,매우 좋음,NamYee,커플/2인 여행객,이그제큐티브 프리미어 더블룸 (르 살롱 이용 포함),2021,7,일단 주차 안내 구림 발렛 안맡겼더니 쇼핑몰 주차장으로 안내 호텔에서 너무 멉니다 짐 가지고 다니는 손님 생각 안하는듯. 객실은 굿. 내부 서비스도 굿. 라운지 음식은 만족스럽지 못함., 1박,2021-08-01
5,롯데호텔서울 이그제큐티브 타워,9.6,최고,park,나홀로 여행객,그랜드 디럭스 트윈룸,2021,7,친절하고 위치좋고 편하고 만족스러웠습니다. 뷰가 없는게 좀 아쉽네요, 1박,2021-07-04
5,롯데호텔서울 이그제큐티브 타워,9.2,최고,YOON,나홀로 여행객,이그제큐티브 프리미어 트윈룸 (르 살롱 이용 포함),2020,10,위치가 진짜 좋습니다. 서비스도 좋고요., 1박,2021-06-03
5,롯데호텔서울 이그제큐티브 타워,9.6,최고,youbin,커플/2인 여행객,이그제큐티브 프리미어 더블룸 (르 살롱 이용 포함),2020,9,음식은 쏘쏘했어요, 1박,2021-06-03
5,롯데호텔서울 이그제큐티브 타워,10,최고,HYERYUN,커플/2인 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2021,2,또 가고 싶어요ㅠ 다들 너무 친절하심!!, 1박,2021-06-03
5,롯데호텔서울 이그제큐티브 타워,10,최고,hyunsuk,커플/2인 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2021,5,한번 더 갈생각, 1박,2021-06-02
5,롯데호텔서울 이그제큐티브 타워,10,최고,HANA,커플/2인 여행객,이그제큐티브 그랜드 디럭스 트윈룸 (르 살롱 이용 포함),2021,4,서비스의 디테일이 살아있다고 느꼈어요 비싼데 전체적으로 만족도는 매우 높아요..이제 다른호텔 못갈것 같아요ㅠㅜ, 1박,2021-04-27
5,롯데호텔서울 이그제큐티브 타워,10,최고,Sanggi,커플/2인 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2021,2,"룸컨디션 르살롱 모두 만족했어요 특히 해피아워의 주류가 너무 좋아서  또 생각납니다.. 사릉,,,", 1박,2021-04-16
5,롯데호텔서울 이그제큐티브 타워,10,최고,min,커플/2인 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2021,3,르살롱 포함으로 즐기면 너무 좋아요, 1박,2021-03-29
5,롯데호텔서울 이그제큐티브 타워,10,최고,sae,커플/2인 여행객,이그제큐티브 그랜드 디럭스 트윈룸 (르 살롱 이용 포함),2021,3,"50대 여인2 조용하고 편안한 호캉스 즐겼습니다. 
체크인,아웃을 연장해 주셔서 더 알찼구요. . 
조용한곳을 원했는데,수영장이나 르 살롱이나 어디서도 어린 아이들이 없어서;; 좋았습니다. 
ㅊㅊ합니다-", 1박,2021-03-15
5,롯데호텔서울 이그제큐티브 타워,10,최고,EUNOCK,나홀로 여행객,이그제큐티브 그랜드 디럭스 트윈룸 (르 살롱 이용 포함),2021,1,너무 좋았어요 ????, 1박,2021-01-29
5,롯데호텔서울 이그제큐티브 타워,10,최고,Do,커플/2인 여행객,그랜드 디럭스 더블룸,2020,12,아주 만족했습니다, 1박,2021-01-03
5,롯데호텔서울 이그제큐티브 타워,10,최고,SOHYUN,커플/2인 여행객,이그제큐티브 프리미어 더블룸 (르 살롱 이용 포함),2020,12,"6성급 서비스라는 것이 이런거구나 싶네요!
그만큼의 퀄리티가 있으며, 얼굴 단한번도 찡그리지 않고 행복하게 보내다 왔어요!", 1박,2020-12-27
5,롯데호텔서울 이그제큐티브 타워,10,최고,JIEUN,나홀로 여행객,이그제큐티브 그랜드 디럭스 트윈룸 (르 살롱 이용 포함),2020,12,모든게 완벽하네여 서비스도 너무 좋았구 룸컨디션 위생상태 모두 만족했습니다!, 1박,2020-12-20
5,롯데호텔서울 이그제큐티브 타워,10,최고,DOKYUNG,커플/2인 여행객,이그제큐티브 그랜드 디럭스 트윈룸 (르 살롱 이용 포함),2019,12,재방문의사 100%. 최고의 경험, 1박,2020-12-14
5,롯데호텔서울 이그제큐티브 타워,9.6,최고,SEIN,커플/2인 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2020,11,"예약해뒀는데 코로나2단계여서 걱정했지만
마스크 잘 쓰고 다녀서 재밌게 즐기다 왔습니다 !", 1박,2020-11-30
5,롯데호텔서울 이그제큐티브 타워,10,최고,hyunji,커플/2인 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2020,11,"너무 친절하시구 룸 컨디션도 너무 좋아요
또 가고싶어요 ㅠㅠ", 1박,2020-11-19
5,롯데호텔서울 이그제큐티브 타워,9.6,최고,WONSUN,출장 여행객,프리미어 더블룸,2020,10,"잘하죠 이곳은..
야간 메인 출입구쪽 계신분 좀만 웃어주시면
좋겠네요~", 1박,2020-11-18
5,롯데호텔서울 이그제큐티브 타워,10,최고,Hae,커플/2인 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2020,10,"체크인부터 르살롱 이용, 체크아웃 이후 짐
맡겨놓고 백화점 쇼핑, 출차... 모든 게 너무 편하고 좋았어요", 1박,2020-11-01
5,롯데호텔서울 이그제큐티브 타워,10,최고,IKSE,유아/아동 동반 가족 여행객,이그제큐티브 프리미어 더블룸 (르 살롱 이용 포함),2020,10,기대이상, 1박,2020-10-06
5,롯데호텔서울 이그제큐티브 타워,7.2,좋음,sinjae,청소년 동반 가족 여행객,이그제큐티브 그랜드 디럭스 트윈룸 (르 살롱 이용 포함),2020,9,욕실에 머리카락이 욕조. 욕실 바닥. 문옆등에 있었으며 음식 맛도 맛있지는 않았고 서빙순서도 제대로 지켜 지지 않아 우리 보다 늦게 온 사람들이 먼저 받기도 했다. 수영장은 너무 작아 동네 약간 큰 목욕탕 수준 ㅜ, 1박,2020-10-01
5,롯데호텔서울 이그제큐티브 타워,10,최고,hyemin,그룹 여행객,그랜드 디럭스 패밀리룸,2020,8,"호캉스 하려고 예약했는데
너무 좋았어요 어메니티도
엄청 챙겨주시고 배딩도
너무 좋고 재밌게 놀다왔습니다", 1박,2020-08-04
5,롯데호텔서울 이그제큐티브 타워,10,최고,BEOMJU,커플/2인 여행객,이그제큐티브 그랜드 디럭스 트윈룸 (르 살롱 이용 포함),2020,1,후회없는 선택, 1박,2020-07-14
5,롯데호텔서울 이그제큐티브 타워,6,,AN,커플/2인 여행객,이그제큐티브 그랜드 디럭스 더블룸 (르 살롱 이용 포함),2020,4,트립 어드바이저에 썼는데 여하간 최악이에요. 냄새나고 서비스 엉망이고 사전고지 엉망에 직원마다 말 바뀌고. 다신 안 가요., 1박,2020-04-30
